,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CallDurationMinutes
2194,42,technician,married,secondary,0,440,1,0,cellular,3,feb,5,-1,0,none,15:53:25,15:53:38,0.0
2195,32,technician,single,secondary,0,230,1,0,cellular,18,may,1,266,8,failure,15:26:45,15:34:07,7.0
2196,34,technician,single,secondary,0,201,0,0,cellular,22,jul,2,-1,0,none,14:20:45,14:25:02,4.0
2197,36,management,single,secondary,0,1511,1,0,cellular,16,nov,1,-1,0,none,17:58:39,18:03:09,4.0
2198,67,retired,divorced,secondary,0,704,0,0,cellular,3,nov,1,-1,0,none,14:47:42,14:56:39,8.0
2199,48,blue-collar,married,primary,0,816,1,0,cellular,31,jul,7,-1,0,none,11:32:32,11:34:26,1.0
2200,47,technician,married,secondary,0,826,1,0,telephone,18,nov,3,112,8,other,13:22:24,13:25:39,3.0
2201,43,technician,divorced,secondary,0,0,0,0,none,14,may,1,-1,0,none,11:34:01,11:39:34,5.0
2202,38,management,married,tertiary,0,126,1,0,none,21,may,2,-1,0,none,12:27:07,12:29:51,2.0
2203,44,blue-collar,single,secondary,0,0,0,0,cellular,20,apr,1,-1,0,none,11:46:07,11:48:20,2.0
2204,54,unemployed,single,secondary,0,380,0,0,cellular,17,nov,2,-1,0,none,15:55:45,16:07:21,11.0
2205,49,technician,married,secondary,0,905,0,0,cellular,5,jun,1,-1,0,none,13:36:47,14:02:30,25.0
2206,33,technician,married,secondary,0,806,0,0,cellular,17,apr,1,-1,0,none,14:59:31,15:01:19,1.0
2207,53,self-employed,divorced,tertiary,1,10,0,0,cellular,20,nov,3,-1,0,none,13:27:46,13:29:01,1.0
2208,25,blue-collar,single,primary,0,2483,0,0,cellular,10,jul,3,-1,0,none,17:48:27,18:13:26,24.0
2209,54,retired,married,secondary,0,3538,0,0,cellular,27,may,1,-1,0,none,10:19:10,10:32:50,13.0
2210,37,management,divorced,tertiary,0,122,1,0,none,19,may,2,-1,0,none,12:36:04,13:03:06,27.0
2211,26,management,single,tertiary,0,-8,0,0,cellular,13,aug,2,-1,0,none,13:40:27,13:47:09,6.0
2212,60,retired,divorced,secondary,0,1091,0,0,cellular,30,jul,5,-1,0,none,09:56:50,10:04:11,7.0
2213,26,services,single,secondary,0,598,1,0,cellular,5,feb,2,272,1,other,10:00:17,10:06:58,6.0
2214,60,technician,married,secondary,0,1740,0,0,cellular,13,mar,2,-1,0,none,11:51:16,11:56:12,4.0
2215,36,services,single,tertiary,0,1189,0,0,cellular,17,aug,1,-1,0,none,16:24:00,16:27:40,3.0
2216,48,management,married,tertiary,0,1147,0,0,cellular,3,dec,1,120,3,success,14:31:33,14:34:08,2.0
2217,29,management,married,tertiary,0,5698,0,0,cellular,15,apr,1,264,1,failure,13:52:37,13:59:54,7.0
2218,27,technician,single,tertiary,0,15161,0,0,cellular,2,jun,1,120,1,success,15:57:04,15:58:18,1.0
2219,38,blue-collar,married,primary,0,1630,1,0,cellular,17,jun,3,94,19,other,10:17:37,10:19:18,1.0
2220,37,unemployed,single,secondary,0,2722,0,0,telephone,27,apr,2,179,3,other,13:52:28,13:59:34,7.0
2221,45,management,single,tertiary,0,1411,0,0,cellular,7,sep,2,102,3,failure,17:50:40,18:04:00,13.0
2222,30,admin.,single,secondary,0,270,0,0,cellular,30,apr,1,80,1,success,14:55:20,15:02:37,7.0
2223,69,management,married,tertiary,0,840,0,0,telephone,5,feb,3,-1,0,none,16:58:23,17:00:31,2.0
2224,30,admin.,married,secondary,0,1794,0,0,cellular,20,nov,1,-1,0,none,14:33:59,14:51:14,17.0
2225,53,blue-collar,married,primary,0,1794,1,0,cellular,17,apr,1,-1,0,none,17:16:56,17:26:13,9.0
2226,45,technician,married,secondary,0,3007,0,0,none,11,jun,1,-1,0,none,16:16:33,16:23:55,7.0
2227,40,management,single,tertiary,0,80,1,0,cellular,30,jan,3,-1,0,none,15:37:45,15:40:47,3.0
2228,46,management,married,tertiary,0,4301,1,1,cellular,18,nov,1,183,2,failure,17:44:33,17:45:23,0.0
2229,42,self-employed,married,tertiary,0,-266,0,1,none,25,jun,1,-1,0,none,16:01:46,16:07:08,5.0
2230,50,blue-collar,married,primary,0,42,1,0,none,4,jun,3,-1,0,none,16:57:59,17:00:49,2.0
2231,32,technician,single,tertiary,0,705,1,0,cellular,25,may,2,35,4,failure,14:47:26,14:54:20,6.0
2232,31,management,married,tertiary,0,0,0,0,cellular,11,aug,2,-1,0,none,15:13:08,15:14:32,1.0
2233,37,blue-collar,married,primary,0,3154,1,0,none,16,jun,3,-1,0,none,13:49:04,13:53:29,4.0
2234,66,housemaid,married,primary,0,40,0,0,telephone,14,oct,2,-1,0,none,14:39:25,14:44:15,4.0
2235,33,admin.,single,secondary,0,1834,1,0,cellular,21,nov,2,-1,0,none,17:49:00,17:49:11,0.0
2236,38,services,divorced,primary,0,92,1,1,none,29,may,3,-1,0,none,10:20:56,10:22:54,1.0
2237,51,blue-collar,married,primary,0,6343,1,0,cellular,26,aug,20,-1,0,none,12:55:38,12:56:06,0.0
2238,28,technician,single,secondary,0,1453,1,0,cellular,12,may,1,343,1,other,15:36:55,15:41:01,4.0
2239,34,technician,divorced,secondary,0,136,1,0,cellular,8,may,2,-1,0,none,14:05:16,14:07:32,2.0
2240,72,retired,married,secondary,0,0,0,0,cellular,29,oct,3,-1,0,none,09:44:30,09:47:39,3.0
2241,36,unemployed,married,secondary,0,-35,0,0,cellular,30,jan,3,-1,0,none,11:57:43,12:03:22,5.0
2242,43,management,married,tertiary,0,240,1,0,cellular,16,apr,1,-1,0,none,11:47:12,11:54:45,7.0
2243,58,management,married,tertiary,0,1016,0,0,telephone,11,mar,2,91,1,failure,12:24:51,12:26:09,1.0
2244,46,admin.,divorced,secondary,0,7378,0,0,cellular,18,nov,1,-1,0,none,17:49:29,17:57:15,7.0
2245,35,technician,married,secondary,0,94,1,1,none,14,may,5,-1,0,none,13:21:09,13:24:37,3.0
2246,26,technician,single,tertiary,0,4130,0,0,cellular,28,jan,2,-1,0,none,11:46:24,11:48:08,1.0
2247,27,technician,single,,0,555,0,0,none,11,jun,9,-1,0,none,16:24:41,16:28:41,4.0
2248,35,admin.,married,secondary,0,2374,1,0,cellular,11,aug,2,183,5,success,15:17:21,15:30:06,12.0
2249,37,management,married,tertiary,0,1113,0,0,cellular,2,mar,1,182,1,success,15:28:50,15:32:39,3.0
2250,72,retired,married,secondary,0,1533,0,0,cellular,16,dec,2,-1,0,none,15:21:39,15:30:45,9.0
2251,57,housemaid,married,primary,0,1870,0,0,none,17,jun,1,-1,0,none,17:24:59,17:27:08,2.0
2252,58,blue-collar,married,primary,0,0,0,0,telephone,16,jul,6,-1,0,none,11:54:53,12:04:11,9.0
2253,38,self-employed,single,tertiary,0,982,0,0,cellular,11,aug,3,-1,0,none,12:52:10,12:55:06,2.0
2254,45,blue-collar,single,secondary,1,0,0,1,cellular,16,jul,2,-1,0,none,11:22:30,11:25:04,2.0
2255,45,self-employed,married,secondary,0,830,0,0,cellular,19,nov,1,111,2,failure,09:34:17,09:37:17,3.0
2256,60,management,married,tertiary,0,474,0,0,cellular,31,aug,5,186,3,other,16:18:57,16:25:52,6.0
2257,32,technician,married,secondary,0,0,1,1,cellular,10,jul,1,-1,0,none,13:50:07,13:57:15,7.0
2258,33,blue-collar,single,secondary,0,476,1,1,cellular,17,apr,3,333,2,failure,17:42:50,17:51:54,9.0
2259,33,management,married,secondary,0,-15,1,0,none,13,may,3,-1,0,none,13:14:41,13:18:48,4.0
2260,45,admin.,divorced,secondary,0,0,0,0,cellular,29,oct,1,-1,0,none,14:08:06,14:12:30,4.0
2261,41,unemployed,single,tertiary,0,79,0,0,telephone,9,nov,1,390,2,success,12:27:37,12:34:11,6.0
2262,38,blue-collar,single,secondary,0,238,1,0,cellular,8,may,1,366,2,failure,10:45:39,10:47:05,1.0
2263,35,management,single,tertiary,0,3544,1,0,cellular,8,jun,1,-1,0,none,16:51:44,16:58:04,6.0
2264,33,technician,married,tertiary,0,1699,0,0,cellular,28,jan,1,83,3,success,13:29:28,13:32:50,3.0
2265,31,management,married,tertiary,0,10884,0,0,cellular,10,aug,3,98,2,success,10:37:50,10:42:44,4.0
2266,49,entrepreneur,single,secondary,0,5802,0,0,cellular,30,apr,2,-1,0,none,09:07:46,09:18:04,10.0
2267,46,self-employed,married,secondary,0,0,1,1,none,14,may,5,-1,0,none,14:45:25,14:48:11,2.0
2268,25,admin.,single,secondary,0,507,1,0,cellular,15,may,1,367,3,failure,11:04:57,11:18:49,13.0
2269,46,unemployed,married,tertiary,0,0,1,0,cellular,10,jul,1,-1,0,none,10:56:53,10:58:18,1.0
2270,39,admin.,married,secondary,0,-982,1,1,cellular,19,nov,3,117,2,other,16:52:47,16:57:34,4.0
2271,35,blue-collar,single,,0,597,1,0,cellular,13,may,2,-1,0,none,17:43:30,18:05:19,21.0
2272,39,admin.,divorced,secondary,0,878,1,0,cellular,15,may,5,-1,0,none,09:39:07,09:49:18,10.0
2273,38,technician,married,secondary,0,976,1,0,cellular,14,jul,3,-1,0,none,14:57:46,15:10:32,12.0
2274,50,technician,married,tertiary,0,0,0,1,cellular,6,jul,1,85,7,failure,13:47:02,13:51:19,4.0
2275,44,blue-collar,married,,0,391,0,0,none,6,jun,4,-1,0,none,12:14:35,12:20:30,5.0
2276,59,services,single,secondary,0,0,0,0,cellular,22,may,1,-1,0,none,17:50:16,17:55:36,5.0
2277,41,management,married,tertiary,0,251,0,1,none,6,jun,3,-1,0,none,11:58:24,11:59:49,1.0
2278,46,unemployed,divorced,secondary,0,3354,1,0,cellular,19,nov,1,174,1,success,10:13:36,10:22:18,8.0
2279,59,management,divorced,tertiary,0,59,1,0,none,5,may,1,-1,0,none,14:21:52,14:26:25,4.0
2280,22,student,single,,0,1232,0,0,cellular,30,jul,1,430,2,other,11:24:19,11:29:02,4.0
2281,41,technician,married,secondary,0,1822,0,1,cellular,31,jul,1,-1,0,none,15:54:20,16:00:51,6.0
2282,33,management,married,tertiary,0,849,1,0,cellular,6,aug,2,-1,0,none,13:01:07,13:02:36,1.0
2283,43,management,single,tertiary,0,8224,1,0,cellular,15,jul,1,-1,0,none,15:23:06,15:24:16,1.0
2284,41,self-employed,single,,0,426,1,0,none,19,jun,1,-1,0,none,16:49:49,16:51:04,1.0
2285,38,management,single,secondary,0,399,1,0,cellular,11,aug,4,-1,0,none,13:35:18,13:41:25,6.0
2286,40,services,married,,0,88,1,0,none,9,jun,2,-1,0,none,11:47:58,11:49:16,1.0
2287,52,services,divorced,primary,1,-1,0,1,cellular,29,jul,6,-1,0,none,15:50:27,15:52:19,1.0
2288,31,admin.,divorced,secondary,0,-579,1,0,none,26,may,1,-1,0,none,10:30:23,10:32:53,2.0
2289,32,unemployed,single,secondary,0,1026,1,0,cellular,13,may,1,-1,0,none,16:33:59,16:38:48,4.0
2290,45,self-employed,married,tertiary,0,0,1,0,cellular,17,nov,1,-1,0,none,12:32:41,12:34:55,2.0
2291,57,management,married,tertiary,0,3250,0,0,cellular,20,aug,3,-1,0,none,17:41:30,17:44:12,2.0
2292,73,retired,married,tertiary,0,459,0,0,cellular,17,feb,1,-1,0,none,11:34:14,11:38:55,4.0
2293,30,self-employed,married,tertiary,0,5,1,1,cellular,9,jul,2,-1,0,none,09:34:08,09:35:47,1.0
2294,44,management,married,tertiary,0,119,1,0,cellular,10,jul,1,-1,0,none,14:41:14,14:42:21,1.0
2295,29,blue-collar,married,secondary,0,8,1,1,cellular,10,jul,1,-1,0,none,13:23:19,13:33:46,10.0
2296,43,services,married,primary,0,2567,1,0,cellular,14,may,1,360,2,failure,13:01:12,13:03:01,1.0
2297,34,management,married,secondary,0,369,0,0,cellular,2,aug,3,342,4,failure,16:08:44,16:23:12,14.0
2298,55,housemaid,divorced,primary,0,976,0,0,cellular,28,jun,1,94,3,other,12:39:58,12:45:43,5.0
2299,41,technician,married,secondary,0,457,1,1,none,26,may,2,-1,0,none,09:43:04,09:46:05,3.0
2300,41,retired,divorced,primary,0,-233,1,0,none,15,may,2,-1,0,none,10:03:29,10:22:45,19.0
2301,56,retired,married,primary,0,9367,0,0,cellular,13,aug,2,101,2,success,11:01:59,11:07:19,5.0
2302,46,management,married,tertiary,0,0,0,0,cellular,18,nov,2,110,3,other,17:37:29,17:49:25,11.0
2303,30,management,single,tertiary,0,685,0,0,cellular,5,aug,2,-1,0,none,14:19:28,14:24:27,4.0
2304,31,management,single,tertiary,0,617,0,0,cellular,4,jun,1,97,2,success,10:34:46,10:54:07,19.0
2305,73,retired,single,secondary,0,1050,0,0,cellular,4,mar,3,181,2,failure,14:40:35,14:49:57,9.0
2306,59,unemployed,married,secondary,0,957,0,0,cellular,8,mar,1,89,2,success,09:18:29,09:23:30,5.0
2307,31,management,single,tertiary,0,38279,0,0,cellular,16,jul,2,-1,0,none,10:34:52,10:38:37,3.0
2308,50,blue-collar,married,primary,0,-522,1,0,cellular,13,may,3,-1,0,none,11:38:10,11:52:33,14.0
2309,32,management,single,tertiary,0,435,1,1,cellular,15,may,3,-1,0,none,13:47:46,13:59:02,11.0
2310,55,management,divorced,tertiary,0,2037,0,0,cellular,4,feb,2,94,3,success,10:22:07,10:27:12,5.0
2311,50,services,divorced,tertiary,0,580,0,0,none,17,jun,2,-1,0,none,10:25:51,10:27:19,1.0
2312,34,management,married,tertiary,0,606,0,0,cellular,20,apr,1,-1,0,none,17:09:17,17:10:54,1.0
2313,27,student,single,,0,910,1,1,none,27,may,1,-1,0,none,09:21:47,09:23:04,1.0
2314,35,management,married,tertiary,0,178,0,0,cellular,14,aug,2,-1,0,none,13:06:44,13:08:00,1.0
2315,26,admin.,single,secondary,0,74,0,1,cellular,16,jul,2,-1,0,none,12:03:34,12:10:33,6.0
2316,70,retired,married,secondary,0,2626,0,0,cellular,2,sep,2,-1,0,none,10:53:38,10:55:58,2.0
2317,30,technician,single,tertiary,0,2530,1,0,none,9,may,1,-1,0,none,11:48:52,11:50:02,1.0
2318,56,retired,married,primary,0,-1,0,0,cellular,27,aug,23,-1,0,none,14:30:52,14:32:21,1.0
2319,51,retired,married,primary,0,34,1,0,cellular,16,jul,2,-1,0,none,12:59:20,13:00:29,1.0
2320,58,admin.,married,secondary,0,2160,1,1,cellular,5,may,1,-1,0,none,14:49:15,15:07:25,18.0
2321,26,services,single,secondary,0,256,1,0,cellular,4,may,2,-1,0,none,10:18:33,10:20:14,1.0
2322,52,management,married,tertiary,0,751,0,0,cellular,14,may,4,371,5,failure,16:36:39,16:39:24,2.0
2323,35,management,single,tertiary,0,538,0,0,cellular,22,dec,3,165,2,other,13:08:19,13:15:09,6.0
2324,32,technician,married,secondary,0,901,1,0,none,21,may,3,-1,0,none,11:30:10,11:31:52,1.0
2325,36,unemployed,married,secondary,1,-318,1,0,none,15,may,2,-1,0,none,10:44:07,10:46:20,2.0
2326,46,admin.,married,secondary,0,3098,1,0,telephone,21,nov,9,-1,0,none,10:00:32,10:03:44,3.0
2327,58,self-employed,married,tertiary,0,-364,1,0,none,5,may,1,-1,0,none,16:17:27,16:23:22,5.0
2328,31,technician,single,,0,365,0,0,none,4,jul,1,-1,0,none,16:32:07,16:36:24,4.0
2329,28,admin.,single,tertiary,0,373,1,0,cellular,4,feb,1,-1,0,none,15:28:24,15:30:30,2.0
2330,35,self-employed,married,tertiary,0,182,0,1,none,5,jun,1,-1,0,none,13:41:21,13:47:40,6.0
2331,49,blue-collar,married,primary,0,399,0,0,cellular,29,jan,1,-1,0,none,15:36:21,15:47:40,11.0
2332,65,retired,married,secondary,0,20806,0,0,telephone,8,apr,2,-1,0,none,12:22:13,12:30:56,8.0
2333,31,management,single,tertiary,0,3384,0,0,cellular,16,sep,1,104,2,success,14:24:34,14:27:07,2.0
2334,39,blue-collar,married,secondary,0,285,1,1,none,6,may,1,-1,0,none,14:37:39,14:41:08,3.0
2335,42,admin.,divorced,secondary,0,936,0,0,cellular,30,jan,1,-1,0,none,09:37:34,09:53:05,15.0
2336,26,management,single,tertiary,0,1623,0,0,cellular,2,jun,1,-1,0,none,13:20:00,13:27:59,7.0
2337,19,student,single,secondary,0,372,0,0,telephone,8,jul,3,-1,0,none,09:17:25,09:24:49,7.0
2338,48,services,married,secondary,0,0,1,0,cellular,2,apr,1,267,1,failure,11:49:31,11:51:57,2.0
2339,33,technician,single,tertiary,0,3689,0,0,cellular,27,aug,3,-1,0,none,12:05:04,12:12:29,7.0
2340,64,housemaid,married,,0,2645,0,0,telephone,3,feb,2,-1,0,none,11:43:12,11:46:51,3.0
2341,42,management,married,tertiary,0,2819,1,0,cellular,18,nov,2,-1,0,none,15:17:03,15:19:32,2.0
2342,48,admin.,married,,0,0,1,0,cellular,8,may,1,168,2,failure,12:46:37,12:48:02,1.0
2343,58,blue-collar,married,secondary,0,590,0,1,cellular,19,nov,1,167,1,failure,13:16:35,13:18:51,2.0
2344,63,retired,single,tertiary,0,791,0,0,cellular,21,oct,2,-1,0,none,12:15:22,12:18:54,3.0
2345,48,housemaid,married,tertiary,0,468,1,0,none,14,may,1,-1,0,none,09:54:47,09:58:27,3.0
2346,38,services,single,tertiary,0,1222,1,0,none,5,jun,2,-1,0,none,13:58:55,14:02:52,3.0
2347,30,services,single,secondary,0,438,1,0,cellular,18,may,1,178,1,failure,11:06:09,11:07:47,1.0
2348,39,blue-collar,married,secondary,0,203,1,0,none,3,jun,1,-1,0,none,16:36:44,16:39:07,2.0
2349,58,management,married,tertiary,0,3864,1,0,cellular,15,jul,4,-1,0,none,16:22:45,16:36:20,13.0
2350,24,student,single,secondary,0,23878,0,0,cellular,18,feb,1,-1,0,none,10:35:08,10:38:13,3.0
2351,38,blue-collar,single,primary,0,522,1,0,none,2,jun,1,-1,0,none,14:09:37,14:12:13,2.0
2352,37,blue-collar,married,secondary,0,426,1,0,cellular,13,may,3,345,3,failure,16:45:39,16:51:02,5.0
2353,51,retired,married,secondary,0,1295,0,1,none,20,jun,2,-1,0,none,17:20:41,17:25:29,4.0
2354,46,blue-collar,married,primary,0,1085,1,1,cellular,15,may,2,353,58,other,15:05:29,15:14:12,8.0
2355,46,admin.,married,secondary,0,974,0,0,cellular,5,jun,2,80,1,success,13:27:50,13:30:44,2.0
2356,26,blue-collar,single,tertiary,0,644,0,0,cellular,2,dec,1,-1,0,none,10:43:38,10:49:24,5.0
2357,53,admin.,married,secondary,0,2851,0,1,telephone,1,jun,1,119,1,failure,14:27:49,14:29:18,1.0
2358,42,blue-collar,single,primary,0,177,1,0,cellular,14,may,2,-1,0,none,12:17:25,12:20:19,2.0
2359,35,management,single,tertiary,0,397,1,0,cellular,17,apr,1,-1,0,none,17:00:55,17:10:49,9.0
2360,35,admin.,single,secondary,0,111,1,0,cellular,29,jan,1,195,3,failure,16:46:54,16:47:49,0.0
2361,25,self-employed,single,,0,1179,0,0,cellular,17,aug,1,83,2,failure,13:57:12,13:57:55,0.0
2362,51,unemployed,married,secondary,0,760,1,0,none,14,may,1,-1,0,none,17:14:44,17:21:35,6.0
2363,52,management,married,secondary,0,218,1,0,none,2,jun,12,-1,0,none,13:04:28,13:12:38,8.0
2364,35,management,married,tertiary,0,0,0,0,cellular,22,may,1,-1,0,none,14:30:46,14:32:24,1.0
2365,39,management,single,tertiary,0,1092,0,0,cellular,26,aug,7,-1,0,none,12:15:04,12:18:29,3.0
2366,19,student,single,secondary,0,302,0,0,cellular,16,jul,1,-1,0,none,12:49:49,12:53:14,3.0
2367,41,blue-collar,married,secondary,0,281,1,0,cellular,14,may,4,-1,0,none,13:21:07,13:23:10,2.0
2368,30,services,single,tertiary,0,803,0,0,cellular,30,apr,1,-1,0,none,09:17:17,09:21:20,4.0
2369,56,management,married,tertiary,0,505,1,1,cellular,5,may,1,169,3,failure,15:18:17,15:21:58,3.0
2370,28,blue-collar,married,secondary,0,255,1,0,cellular,29,jan,2,-1,0,none,09:18:05,09:28:07,10.0
2371,30,unemployed,single,secondary,0,2424,0,0,cellular,15,feb,1,95,2,success,11:48:41,11:54:18,5.0
2372,39,services,single,secondary,0,158,1,0,cellular,21,nov,1,168,2,failure,15:32:05,15:35:08,3.0
2373,24,technician,single,secondary,0,598,0,0,cellular,12,may,1,182,2,success,16:44:26,16:57:08,12.0
2374,40,admin.,divorced,secondary,0,2129,0,0,cellular,30,apr,1,-1,0,none,14:27:41,14:35:13,7.0
2375,62,retired,married,,0,800,0,0,cellular,17,feb,1,-1,0,none,09:40:30,09:52:47,12.0
2376,45,admin.,married,secondary,0,0,0,0,cellular,19,aug,10,-1,0,none,16:23:33,16:25:58,2.0
2377,37,management,married,tertiary,0,825,1,0,cellular,11,aug,5,-1,0,none,13:56:27,14:00:01,3.0
2378,57,retired,divorced,primary,0,698,0,0,telephone,9,dec,3,191,2,failure,17:26:53,17:29:08,2.0
2379,34,student,single,,0,1011,0,0,cellular,1,jun,1,-1,0,none,16:30:02,16:34:15,4.0
2380,58,entrepreneur,married,secondary,0,670,1,0,cellular,12,may,1,-1,0,none,16:50:46,17:11:58,21.0
2381,75,self-employed,married,,0,4984,0,0,telephone,28,oct,1,-1,0,none,11:44:56,11:53:25,8.0
2382,37,management,married,tertiary,0,3794,0,0,cellular,18,aug,1,379,1,failure,12:01:46,12:04:13,2.0
2383,32,services,married,secondary,0,914,0,0,cellular,15,jun,1,-1,0,none,17:56:22,18:02:34,6.0
2384,36,admin.,married,secondary,0,96,0,0,cellular,2,feb,1,-1,0,none,16:28:52,16:33:54,5.0
2385,37,management,married,tertiary,0,6771,0,0,cellular,7,sep,1,186,1,success,14:05:19,14:10:56,5.0
2386,38,self-employed,married,secondary,0,1029,1,0,cellular,4,feb,3,223,1,other,11:42:28,11:45:54,3.0
2387,32,technician,married,secondary,0,4887,1,0,cellular,17,apr,3,-1,0,none,16:30:59,16:35:05,4.0
2388,61,technician,married,tertiary,0,1263,0,0,telephone,18,feb,4,-1,0,none,16:05:42,16:08:38,2.0
2389,41,admin.,divorced,secondary,0,6046,1,1,telephone,15,mar,6,182,2,success,16:53:22,16:58:22,5.0
2390,29,management,married,tertiary,0,51,1,0,cellular,17,jul,5,-1,0,none,17:19:29,17:41:28,21.0
2391,45,blue-collar,married,,0,458,1,1,cellular,11,jul,2,-1,0,none,09:59:05,10:01:30,2.0
2392,30,technician,single,secondary,0,4684,1,0,cellular,30,apr,3,-1,0,none,13:41:57,13:46:25,4.0
2393,33,admin.,married,secondary,0,1467,1,0,none,20,may,2,-1,0,none,09:37:00,09:38:25,1.0
2394,52,management,single,tertiary,0,1205,0,0,telephone,19,aug,20,-1,0,none,16:11:18,16:11:36,0.0
2395,36,management,single,tertiary,0,1379,0,0,cellular,25,may,1,186,1,failure,09:07:35,09:10:44,3.0
2396,48,blue-collar,married,secondary,0,893,0,0,cellular,13,aug,2,-1,0,none,10:33:36,10:34:38,1.0
2397,35,blue-collar,married,secondary,0,1388,1,0,none,28,may,5,-1,0,none,09:23:19,09:25:18,1.0
2398,59,retired,married,secondary,1,49,0,1,none,1,jul,4,-1,0,none,13:32:09,13:42:11,10.0
2399,26,management,single,tertiary,0,222,0,0,cellular,26,apr,1,334,1,failure,12:25:42,12:28:54,3.0
2400,22,student,single,secondary,0,23,0,0,cellular,27,oct,1,-1,0,none,10:44:24,10:46:41,2.0
2401,40,management,married,tertiary,0,3185,0,0,cellular,18,nov,1,-1,0,none,10:03:23,10:05:12,1.0
2402,49,management,married,secondary,0,1623,1,0,cellular,19,nov,2,-1,0,none,14:04:46,14:22:47,18.0
2403,40,blue-collar,single,secondary,0,1,1,0,none,8,may,1,-1,0,none,17:10:14,17:13:24,3.0
2404,52,blue-collar,married,secondary,0,8180,1,0,cellular,13,apr,1,144,1,failure,11:27:43,11:29:04,1.0
2405,49,blue-collar,single,primary,0,2146,1,0,cellular,7,may,2,353,2,other,11:40:44,12:06:00,25.0
2406,48,management,divorced,tertiary,0,507,1,0,cellular,9,apr,1,-1,0,none,12:16:01,12:24:49,8.0
2407,45,blue-collar,married,secondary,0,4646,1,0,none,13,may,1,-1,0,none,16:54:58,16:56:56,1.0
2408,48,self-employed,married,tertiary,0,3118,0,0,cellular,13,aug,2,-1,0,none,11:50:44,11:56:55,6.0
2409,41,services,married,tertiary,0,881,0,0,cellular,30,oct,3,-1,0,none,12:11:33,12:15:50,4.0
2410,34,services,married,secondary,0,0,0,0,cellular,7,jul,3,-1,0,none,12:23:45,12:26:25,2.0
2411,51,retired,married,primary,0,67,0,0,none,18,jun,1,-1,0,none,15:46:22,16:00:17,13.0
2412,27,unemployed,single,primary,0,9,0,1,cellular,9,jul,2,-1,0,none,10:57:49,11:13:08,15.0
2413,22,student,single,secondary,0,330,1,0,cellular,18,may,1,-1,0,none,12:41:31,12:43:16,1.0
2414,27,student,married,secondary,0,119,1,0,cellular,16,jul,2,-1,0,none,11:17:35,11:30:36,13.0
2415,37,blue-collar,married,primary,0,2120,1,0,cellular,15,may,3,175,4,failure,16:47:19,16:58:14,10.0
2416,22,student,single,secondary,0,552,0,0,cellular,1,sep,1,-1,0,none,12:35:09,12:40:36,5.0
2417,30,blue-collar,married,secondary,0,2,1,1,cellular,17,apr,2,326,1,failure,16:40:01,16:44:52,4.0
2418,32,technician,single,secondary,0,493,0,0,cellular,13,aug,2,-1,0,none,16:54:23,16:59:12,4.0
2419,40,admin.,single,secondary,0,985,1,0,cellular,4,jun,3,50,8,failure,12:14:55,12:24:47,9.0
2420,29,admin.,single,secondary,0,265,1,0,cellular,25,nov,1,184,1,failure,17:04:34,17:11:28,6.0
2421,39,management,single,tertiary,0,0,1,0,cellular,18,nov,2,-1,0,none,16:27:07,16:37:40,10.0
2422,25,student,single,tertiary,0,326,0,0,cellular,26,may,1,-1,0,none,13:23:33,13:30:03,6.0
2423,34,services,single,secondary,0,0,1,0,none,5,may,1,-1,0,none,13:33:07,13:35:29,2.0
2424,51,retired,single,tertiary,0,730,1,0,none,18,nov,2,-1,0,none,15:36:35,15:41:22,4.0
2425,44,technician,married,primary,0,755,0,1,cellular,31,jul,4,-1,0,none,13:49:12,14:03:01,13.0
2426,32,blue-collar,married,secondary,0,225,1,0,cellular,17,apr,1,150,1,failure,16:51:46,17:01:20,9.0
2427,32,management,single,tertiary,0,1625,1,0,cellular,19,aug,6,-1,0,none,13:07:49,13:15:20,7.0
2428,46,admin.,married,secondary,0,556,1,1,none,15,may,3,-1,0,none,11:02:27,11:13:13,10.0
2429,24,student,single,primary,0,1235,0,0,cellular,14,jul,4,93,6,other,10:58:05,11:03:39,5.0
2430,53,admin.,divorced,,0,257,0,0,cellular,11,jul,2,-1,0,none,12:33:01,12:54:51,21.0
2431,52,services,married,secondary,0,431,0,0,cellular,26,aug,17,-1,0,none,12:31:09,12:32:22,1.0
2432,50,technician,divorced,secondary,0,-556,1,1,cellular,22,jul,2,-1,0,none,15:05:55,15:10:25,4.0
2433,30,blue-collar,single,secondary,0,161,0,1,telephone,8,sep,3,-1,0,none,17:33:56,17:38:54,4.0
2434,60,retired,married,tertiary,0,846,0,0,telephone,26,may,1,-1,0,none,15:38:56,16:01:22,22.0
2435,30,technician,single,tertiary,0,880,1,1,none,19,may,6,-1,0,none,16:04:02,16:20:09,16.0
2436,55,unemployed,married,primary,0,1212,0,0,cellular,31,aug,1,92,1,failure,12:39:02,12:43:03,4.0
2437,31,blue-collar,married,secondary,0,150,1,0,telephone,14,may,2,-1,0,none,16:14:29,16:15:37,1.0
2438,56,technician,married,secondary,0,0,1,0,cellular,20,apr,1,-1,0,none,14:26:38,14:30:47,4.0
2439,28,blue-collar,single,secondary,0,1112,1,0,none,16,may,2,-1,0,none,09:53:33,10:07:20,13.0
