@relation knn

@attribute Marital numeric
@attribute Age numeric
@attribute Balance numeric
@attribute NoOfContacts numeric
@attribute CallDurationMinutes numeric

@data
0,45,963,5,8
0,34,46,2,0
1,66,2326,1,3
1,44,282,3,4
2,30,2424,1,1
2,29,5,5,14
1,45,0,2,1
1,60,1573,15,1
1,63,708,2,2
1,37,10465,6,2
1,33,882,1,1
0,48,432,2,2
1,47,1808,1,2
2,27,671,2,5
1,27,132,1,0
2,26,3342,4,5
2,24,409,1,15
1,50,1533,1,2
1,57,97,6,4
2,28,-127,3,17
2,51,-55,2,4
0,55,9756,2,1
2,50,2252,2,10
2,38,53,1,4
0,25,720,1,2
2,28,731,2,2
0,44,-26,4,1
1,28,-522,2,10
0,38,19,3,18
0,34,3997,1,5
1,57,389,2,1
1,35,444,3,4
1,58,937,1,2
2,33,562,1,3
0,57,3625,3,12
0,43,3350,1,8
2,34,524,1,0
2,36,948,2,1
0,58,50,4,1
1,34,-694,1,1
1,46,0,1,6
1,40,32,1,1
1,41,2480,2,6
1,42,480,12,4
1,30,-166,5,4
2,32,18,1,5
1,37,2061,1,7
2,32,2093,2,3
2,26,581,3,7
2,41,2184,2,1
2,43,1696,1,4
1,56,1956,2,2
1,73,508,1,2
2,34,52,4,1
2,28,682,1,5
1,54,962,3,4
1,48,2409,2,8
2,35,188,3,1
2,30,-679,3,6
2,29,200,1,3
0,36,556,3,2
1,55,554,1,3
1,39,0,4,3
1,53,583,1,3
2,28,4793,1,2
0,41,1576,2,3
2,27,1742,1,13
1,37,121,2,3
1,58,2577,3,4
0,41,465,1,25
2,59,1180,3,0
0,61,6481,1,2
1,33,8023,1,1
1,47,1480,5,7
0,59,1,1,5
1,39,597,2,4
1,54,651,2,2
2,29,234,1,2
0,76,802,1,4
0,53,1301,1,1
1,29,-6,1,5
1,43,3,2,3
0,58,0,7,3
2,34,5945,1,4
2,31,8626,1,2
1,59,2239,6,6
1,35,948,1,1
2,60,27,2,0
1,41,456,4,12
1,38,1066,1,1
2,30,5074,2,2
2,34,215,3,5
1,39,260,1,3
2,35,431,2,5
1,59,1727,4,8
1,57,3376,2,7
2,27,689,1,1
2,45,0,1,4
1,50,495,1,1
1,31,879,1,6
1,59,-1246,2,2
1,48,1397,2,1
1,33,288,1,5
2,34,1,1,9
1,32,102,1,9
2,39,0,1,2
1,39,-99,1,4
1,44,792,7,10
0,39,385,1,4
1,48,23495,8,1
1,44,533,1,2
2,39,822,3,2
2,52,-528,2,19
1,55,298,3,2
2,38,0,2,1
1,32,1840,13,1
1,59,1,2,2
1,51,492,3,2
1,42,372,3,2
1,50,-253,1,0
2,23,431,2,8
1,50,1165,1,7
1,49,412,8,21
1,38,193,1,3
1,21,2062,1,1
1,37,3236,2,4
1,57,9103,2,18
1,57,1044,1,9
1,31,88,2,3
2,49,1150,2,2
1,60,957,1,4
1,36,495,1,1
0,35,37,7,1
1,32,312,2,4
2,42,506,2,4
2,48,1385,1,4
1,40,1515,1,8
1,54,714,1,3
1,41,-52,2,10
1,60,0,3,6
1,38,581,5,4
1,45,4111,2,3
0,30,0,2,3
2,27,0,3,1
1,39,-455,2,9
0,32,530,1,2
1,36,403,1,15
1,45,7895,1,14
1,51,1162,1,33
2,31,933,1,2
1,64,768,2,4
2,27,223,1,1
1,62,272,1,4
2,21,519,1,0
2,31,53,1,8
1,35,-197,1,1
1,43,2160,1,2
1,47,94,3,3
1,37,942,1,1
2,33,816,2,6
1,35,656,4,1
2,34,625,1,0
1,34,357,2,3
1,45,523,2,14
1,37,693,3,5
1,43,0,1,2
2,58,1873,2,0
0,51,0,2,9
2,43,386,1,4
2,34,557,1,3
0,29,92,1,4
2,48,0,1,7
1,50,325,1,2
1,46,4,4,20
2,28,326,1,7
2,20,76,2,10
2,39,816,3,0
1,53,284,1,13
2,33,224,2,6
1,46,2948,1,14
0,37,316,2,10
2,27,167,2,10
1,38,190,1,10
2,31,1090,1,0
1,52,657,2,6
1,52,1027,1,0
1,33,752,4,1
1,52,2557,5,2
1,38,508,3,12
1,48,-876,16,0
1,40,42,2,30
1,30,-171,2,2
1,38,2812,1,13
1,42,-556,1,1
1,46,3512,1,2
2,34,9962,1,7
1,33,796,1,3
1,52,9804,4,2
1,38,333,2,10
1,48,1730,1,2
1,40,406,2,9
2,32,717,2,7
2,27,1501,1,3
2,33,272,1,5
1,37,678,1,6
2,32,948,2,3
1,36,994,2,2
1,53,655,2,1
2,36,635,1,0
1,44,398,5,2
0,29,590,2,1
1,38,327,5,9
2,31,137,2,7
2,30,12857,1,2
1,33,3074,1,11
1,38,7005,1,11
0,39,150,4,12
1,77,1807,1,6
2,32,2340,2,1
1,50,1903,2,2
2,58,119,1,16
1,37,5115,2,20
1,47,636,2,6
1,33,2604,2,2
1,38,-363,2,5
2,25,358,1,5
2,50,1318,3,2
0,46,0,2,19
1,54,2061,7,5
1,51,-14,5,9
1,57,7699,1,2
1,33,3458,1,0
0,51,7928,1,2
1,40,72,1,14
1,41,2157,2,2
2,23,870,1,4
0,33,818,3,5
2,27,2489,2,5
0,77,3417,1,2
2,28,6307,1,10
1,52,94,1,2
1,35,2074,7,2
1,48,0,6,3
2,36,0,2,2
1,50,604,1,1
2,39,1522,4,2
1,72,132,2,4
2,45,1171,1,0
1,59,309,1,5
1,54,1378,1,4
1,31,652,3,4
2,32,2829,1,0
2,21,1506,1,5
2,59,351,5,17
0,46,2232,1,2
1,41,705,1,3
1,42,2816,2,3
2,44,-4,2,13
2,29,908,1,27
1,31,414,5,2
1,66,3409,2,6
1,47,293,1,8
2,26,191,1,9
1,36,4596,2,3
1,44,1954,1,4
2,29,737,5,8
1,44,1442,2,4
1,42,1523,5,9
1,47,0,1,24
2,37,3649,2,10
1,43,3518,2,3
1,36,991,2,9
2,31,581,1,9
1,78,2235,3,5
1,36,376,1,2
1,49,199,25,0
1,35,451,6,3
1,38,7005,1,6
1,49,1854,5,2
1,32,50,1,4
1,59,116,4,6
1,58,565,1,14
2,26,279,3,3
1,44,860,2,1
2,40,943,3,2
1,58,1476,1,4
1,47,0,1,3
0,43,177,1,2
1,50,5776,3,0
1,61,243,1,3
1,46,591,2,1
1,54,0,2,2
1,46,659,11,18
1,33,1464,3,9
2,30,915,1,6
1,34,72,3,1
1,53,10541,1,2
2,37,3764,1,7
2,28,-46,1,3
1,38,1223,5,18
1,33,1278,1,10
1,32,3442,1,7
1,38,208,1,13
1,43,1358,3,2
1,43,-334,1,4
2,36,7506,2,13
2,47,324,1,1
1,30,8781,1,14
1,43,587,6,0
1,60,315,1,14
1,55,563,1,2
2,33,920,1,0
1,59,185,1,4
1,37,1207,2,22
1,36,15485,1,7
2,36,811,1,3
2,23,210,1,8
1,33,258,1,0
1,39,1047,1,9
1,37,274,3,12
1,50,8649,1,2
1,31,413,1,1
1,58,1271,1,2
1,56,2558,1,4
1,39,376,3,2
1,30,294,3,0
1,58,64,2,1
2,32,540,1,12
1,37,189,2,2
1,34,3868,1,2
0,44,-1,5,3
1,44,267,2,8
1,42,319,9,0
1,48,810,1,6
2,30,330,5,1
1,40,4157,1,12
1,41,768,3,3
1,44,-617,1,2
2,30,178,3,10
0,31,756,2,5
1,46,7,2,1
2,55,1507,3,1
1,62,272,1,2
2,22,691,1,5
2,38,2470,1,2
1,44,1058,3,3
2,38,3141,4,5
1,69,2473,3,16
2,29,1934,1,4
0,56,3450,1,8
1,53,459,1,9
0,39,224,2,3
2,31,515,5,4
2,31,1887,2,3
2,31,3729,8,3
1,31,425,2,1
1,39,215,4,19
1,52,2091,2,3
1,40,9366,3,1
1,35,-489,2,1
2,28,949,1,28
2,25,331,4,2
2,28,373,1,1
0,44,558,1,8
2,28,290,1,0
2,29,210,1,2
1,36,23,11,2
1,50,2717,1,3
1,35,0,1,1
1,48,10655,3,0
1,49,823,4,13
1,47,243,1,3
1,33,217,1,3
2,35,167,2,10
1,31,1812,1,7
1,54,433,5,4
2,25,2311,2,18
1,39,7304,1,3
0,52,230,2,7
2,34,26575,1,1
2,27,338,1,8
1,27,2183,1,14
1,35,5271,2,1
1,33,315,3,2
2,36,1227,5,12
1,38,336,3,4
1,46,3434,1,1
2,18,3,2,2
0,33,488,2,5
2,23,710,6,6
2,32,60,2,2
1,37,255,2,9
2,39,1048,1,1
2,21,53,1,4
1,49,0,1,1
0,54,10374,2,4
1,36,911,2,1
1,52,1453,21,4
0,55,1241,7,0
0,81,949,2,3
1,47,-107,2,3
0,35,39,2,2
2,24,388,2,3
1,35,3698,1,1
1,46,53,3,0
2,38,61,1,1
1,46,244,2,2
1,33,1130,1,17
2,27,218,2,24
1,47,223,2,2
1,51,605,14,4
0,31,646,3,4
1,33,3512,1,4
2,42,583,3,9
1,26,0,4,2
1,54,0,5,7
2,35,5958,1,3
1,36,419,1,4
1,42,2717,2,3
1,58,361,2,8
1,55,3876,1,0
0,45,-207,2,14
1,43,149,2,11
2,25,1857,1,3
2,27,302,1,2
2,59,2,1,15
0,38,4335,7,2
1,40,1293,3,2
2,32,229,1,5
2,32,6983,1,4
0,42,2129,1,10
0,38,0,1,9
1,76,2991,1,5
1,53,3634,4,3
1,54,1076,1,5
2,34,129,1,4
1,29,-246,3,5
1,35,3889,2,4
2,29,1566,1,3
1,43,275,2,1
0,29,291,2,6
1,58,195,1,0
1,29,339,3,1
2,31,0,2,14
0,47,126,2,40
0,57,461,10,2
1,50,4108,2,8
1,34,-1,6,17
2,20,755,1,4
2,29,368,1,2
2,38,5774,4,6
2,35,-4,1,2
1,36,1550,3,0
1,45,999,2,10
1,67,2540,3,4
1,42,1263,2,1
1,60,759,2,4
1,52,618,2,5
2,34,228,4,6
1,57,0,1,0
1,45,886,2,1
1,43,0,1,12
1,30,-340,8,2
0,49,1718,1,3
1,64,2352,4,3
1,47,4386,1,0
1,31,6,4,2
2,28,196,3,7
1,38,1477,3,6
1,31,3160,2,11
2,28,781,1,0
2,43,36,2,2
2,26,1134,4,7
2,22,0,2,2
1,46,1600,1,20
1,66,1948,1,3
1,38,750,2,4
1,56,363,1,0
1,59,281,2,7
2,25,1857,4,4
1,53,21522,4,2
1,29,580,2,21
2,25,760,3,3
1,38,304,1,1
1,34,3301,2,8
2,47,-239,3,16
1,53,618,2,1
1,33,355,3,1
1,33,705,2,1
0,35,146,2,12
2,29,84,3,9
2,29,316,1,2
1,42,1519,1,3
1,61,1853,1,8
1,31,29,3,4
2,41,-109,1,17
1,39,2319,1,1
1,34,197,3,1
1,49,1946,1,3
2,35,145,2,13
1,33,0,43,0
1,43,481,2,3
1,49,321,3,2
1,37,4030,5,2
1,44,858,5,6
1,60,10925,3,4
1,32,715,2,1
1,39,3760,1,4
1,30,7032,1,1
2,33,685,1,1
1,41,1020,1,4
1,46,1167,2,25
2,28,7,3,2
2,26,766,2,7
1,48,332,1,4
1,37,2410,1,5
2,38,2600,1,1
2,30,1395,2,3
1,48,1,1,4
1,59,553,3,21
1,59,363,1,6
1,59,2308,1,13
1,44,3407,2,2
1,34,899,1,1
1,55,27624,1,7
1,38,300,5,2
2,27,102,1,0
2,19,329,1,2
1,51,0,6,3
1,32,1905,2,11
1,49,1330,1,0
1,39,5562,3,2
0,80,5861,8,1
1,42,2152,2,6
1,57,1316,2,3
0,54,4401,1,6
1,48,0,3,7
1,62,383,1,4
2,28,1,1,3
2,43,0,1,20
1,59,3062,2,1
2,39,0,5,32
1,37,398,1,3
2,35,3576,1,1
0,26,21,1,2
2,29,1388,3,2
1,56,5,3,2
0,31,-1185,5,1
1,52,2944,18,0
1,35,623,2,1
1,35,3168,30,0
2,27,107,3,12
2,41,1755,10,2
1,45,510,2,10
2,36,9002,1,13
2,25,2007,2,4
2,36,364,1,3
2,34,528,3,2
1,49,1264,3,2
0,54,3076,2,6
2,43,733,1,2
1,59,-182,1,2
2,37,254,1,2
0,32,714,1,3
1,33,687,2,1
1,38,481,5,1
1,35,898,1,3
2,32,2974,1,3
2,26,33,7,1
1,45,297,2,3
1,46,101,1,7
0,59,5583,1,12
2,36,0,6,6
0,48,94,2,1
1,27,202,1,0
0,47,65,1,3
1,51,1463,1,3
1,37,775,2,2
2,29,184,3,0
1,57,5313,1,3
0,50,458,3,3
1,34,748,1,2
2,25,1231,2,4
2,39,45248,1,27
2,34,682,3,7
1,38,0,2,3
1,33,89,3,8
1,47,49,4,4
1,48,1230,1,2
0,51,10924,2,1
1,37,-349,5,5
0,39,239,2,3
0,52,121,2,4
1,32,150,2,3
2,27,970,2,0
1,37,-4,1,6
2,32,2615,1,14
1,53,1777,5,13
2,36,351,3,1
1,80,1468,3,5
1,48,474,1,6
1,43,3003,3,5
2,31,147,1,7
2,30,878,3,2
0,40,1694,6,7
2,29,459,3,4
2,34,2085,3,5
0,49,235,1,10
2,32,520,2,7
1,46,379,2,14
2,26,1099,2,1
1,37,-21,2,1
2,35,3384,2,6
1,31,0,1,12
1,31,298,1,3
1,42,4216,2,3
2,53,208,9,2
2,44,1367,3,20
1,56,11,3,0
0,41,1256,3,2
2,28,183,2,1
2,31,64,2,4
1,54,211,2,3
1,31,4328,4,3
1,45,248,2,3
1,46,1375,3,5
1,31,223,1,4
1,55,2854,1,5
1,30,874,2,1
0,32,-262,24,1
1,49,287,2,2
1,30,5,5,13
1,53,13,3,6
1,34,442,1,1
1,57,1303,4,1
0,34,661,2,4
2,55,43074,6,1
1,35,-239,1,4
1,39,-17,1,15
1,51,3025,1,7
1,39,266,2,1
1,32,-32,1,2
1,44,3463,2,4
1,46,0,4,1
1,46,363,3,3
2,39,1435,1,6
1,37,764,5,1
2,26,81,1,10
1,34,-196,1,0
1,40,232,1,6
1,75,468,1,5
1,52,57,1,0
1,49,3,6,23
0,45,984,5,4
2,34,42,1,4
0,57,126,2,2
1,57,830,1,11
1,27,953,2,5
1,63,2747,1,1
2,46,849,2,8
2,33,-5,4,2
0,32,2017,1,11
2,37,0,1,1
2,33,594,1,2
2,25,1135,3,6
2,34,550,3,1
1,32,2465,1,15
1,43,167,1,4
2,31,605,1,3
1,23,299,1,1
1,45,242,1,9
1,51,3984,12,0
2,37,243,10,2
2,34,892,2,2
2,37,556,2,3
0,52,0,2,1
1,38,2767,2,11
1,51,531,2,4
1,67,203,1,6
2,27,843,1,3
0,45,644,1,6
2,38,1137,1,5
2,28,189,2,1
2,26,941,1,13
0,37,66,2,19
2,43,-56,2,2
0,40,105,2,3
1,40,35,4,5
1,41,352,2,2
0,35,1354,2,12
2,29,734,1,4
1,42,157,1,10
1,57,894,1,1
2,22,35,3,1
1,28,242,1,0
1,59,1341,2,2
2,41,100,2,2
1,37,580,2,7
2,51,1610,3,20
2,25,1098,1,7
1,46,640,1,4
2,34,1612,22,1
1,61,997,1,1
1,62,816,2,0
2,38,439,4,5
0,34,0,2,2
1,35,1092,1,2
2,26,632,3,5
2,52,0,2,2
2,42,22,4,1
2,44,38,4,2
1,31,268,2,1
1,58,2348,1,3
1,34,879,1,11
0,36,666,1,4
1,31,50,2,5
2,37,698,2,18
1,26,710,2,21
1,60,1880,4,3
2,40,0,2,1
1,61,264,1,4
1,38,238,1,2
1,63,0,2,2
1,53,1786,2,1
1,52,1956,2,6
2,51,1277,5,2
2,35,398,1,3
2,32,2069,1,9
2,41,621,1,1
1,41,120,1,8
1,29,19,1,1
1,48,705,2,1
2,31,924,2,3
1,44,-1317,1,6
1,58,193,3,13
1,46,-408,4,2
1,45,724,1,1
1,49,1568,6,3
1,25,2228,1,12
1,45,154,1,18
1,36,1766,2,9
1,75,1470,1,0
1,46,0,1,3
1,61,997,1,4
1,33,1536,2,4
1,44,7818,1,6
1,58,-324,2,3
1,56,1671,2,2
1,47,288,1,1
2,31,6248,2,2
1,47,292,3,1
2,33,0,1,9
2,30,0,3,11
2,30,3185,3,2
2,20,215,1,2
1,40,754,1,10
2,32,152,2,2
2,26,238,3,2
2,31,98,2,1
0,35,0,1,20
0,70,1311,1,10
1,60,6307,1,6
0,37,3467,2,3
1,35,1133,1,1
1,28,7459,5,16
2,18,608,1,3
1,32,168,1,1
1,35,925,4,3
2,30,0,1,2
1,43,774,1,1
1,45,385,16,0
1,32,8043,1,3
2,39,2454,3,11
1,56,277,13,0
2,37,-1,2,3
1,48,295,2,3
1,31,307,1,8
1,37,982,2,3
0,39,807,6,3
1,30,913,2,7
0,38,6360,2,23
1,58,2714,1,2
2,25,42,1,5
2,26,193,2,0
1,53,1661,1,1
2,22,-189,3,0
0,31,290,1,3
2,48,-92,1,23
0,31,254,8,26
2,37,0,1,6
1,35,1250,1,6
0,34,674,2,9
1,29,1074,1,2
1,53,8627,1,1
2,52,207,1,2
1,61,6016,3,11
1,39,-3058,3,14
1,56,8741,3,5
1,53,6831,2,18
0,75,3881,3,2
2,52,2398,1,6
2,29,697,1,3
2,31,-1,1,1
2,32,-56,1,6
0,53,-163,2,5
0,49,651,3,1
1,47,1112,1,2
1,36,699,1,2
1,58,1798,8,0
1,50,106,2,7
0,32,883,1,13
1,27,346,1,3
0,60,367,2,5
1,46,841,1,2
1,45,5110,2,5
1,42,-378,7,0
1,35,2971,4,7
1,40,694,4,1
0,36,3611,3,5
2,19,1169,18,7
1,40,46,1,1
1,58,6762,25,0
1,43,2113,2,0
1,39,20932,2,2
0,36,313,2,4
1,42,1559,1,6
1,40,1554,1,1
2,29,2,1,3
2,31,37,2,11
1,44,608,2,2
1,46,964,1,2
0,70,275,1,1
2,27,1327,1,5
2,32,2059,2,14
1,43,2383,6,6
1,56,3391,1,4
2,25,347,1,4
1,43,445,4,3
1,38,2678,2,4
1,33,557,1,6
2,33,7084,8,8
0,54,0,3,5
0,62,6,1,1
2,28,0,1,6
2,25,486,3,4
2,30,1622,1,4
2,34,992,2,1
2,36,1400,3,10
1,39,11835,2,12
1,31,22546,4,1
1,47,7,2,2
1,56,230,1,2
1,32,132,2,9
1,37,784,3,0
1,37,1610,2,2
0,54,2682,1,5
2,21,423,5,1
2,44,78,6,0
2,29,113,2,5
0,58,462,1,5
1,50,326,9,2
1,43,378,8,13
2,31,1709,3,15
1,35,373,2,5
1,50,4979,1,3
1,47,0,2,0
1,42,205,1,9
1,53,180,2,0
0,56,13094,1,17
1,35,43,1,14
1,60,2639,2,8
2,32,151,2,1
1,41,12,3,7
1,42,160,1,3
1,54,148,3,0
1,57,5799,1,1
2,28,198,2,16
2,31,12569,1,5
0,55,1633,1,2
2,28,832,3,7
2,58,382,2,7
2,47,86,1,18
0,60,1900,3,1
1,32,1331,1,2
1,48,6127,1,1
2,27,8366,2,7
1,50,5312,3,1
1,38,1165,3,13
1,48,0,2,3
1,30,484,1,11
1,31,792,14,12
1,54,6251,3,7
2,30,2832,6,5
1,25,10,1,0
0,45,1738,1,1
0,50,1679,2,10
2,38,455,2,4
1,72,676,3,3
1,37,5334,1,0
0,37,153,1,3
1,40,188,2,9
1,47,1224,2,3
2,30,40,1,2
2,38,8953,1,5
1,38,1627,9,22
1,31,8629,2,0
0,44,1070,2,2
2,28,623,41,0
1,43,860,1,2
2,34,1279,2,2
1,30,-336,6,2
1,54,1623,8,0
1,35,4124,2,5
2,43,0,2,4
2,36,507,1,4
2,31,177,1,2
1,39,722,1,2
1,26,-277,2,16
1,43,1825,2,12
1,33,89,2,4
1,31,7,6,1
2,37,8828,3,16
0,37,488,1,5
1,49,5361,1,1
0,45,6572,2,0
1,43,392,5,5
0,36,1057,2,3
1,34,1,1,0
2,33,1779,2,2
2,30,0,2,2
0,59,258,1,4
1,48,566,3,0
1,61,4629,3,5
2,26,44,1,3
1,48,926,2,8
0,46,-179,1,2
1,48,2351,1,2
1,33,336,3,2
0,44,275,1,17
1,39,1524,1,9
1,58,1692,5,8
1,41,-204,7,0
1,40,5060,2,2
1,43,410,2,0
1,49,3608,1,4
2,32,1531,1,0
2,26,-214,4,1
2,39,0,1,0
1,43,1335,2,6
2,37,1000,1,3
1,51,726,2,1
0,46,2196,5,9
1,81,0,1,3
1,31,18,19,1
1,53,1319,3,21
2,30,501,3,3
1,31,352,1,1
1,53,15,2,15
0,47,1639,1,5
0,56,694,1,2
1,51,0,1,5
1,31,525,1,2
1,69,426,2,3
1,36,498,1,2
1,30,102,7,7
2,34,586,5,0
2,27,1840,1,3
1,33,333,6,1
1,40,0,2,2
1,49,320,6,4
2,35,916,2,7
0,53,-1,3,2
2,31,406,1,12
1,49,1912,4,6
1,47,-245,5,2
2,34,513,3,2
1,55,-375,2,13
1,57,1401,22,1
2,34,184,3,1
0,35,0,2,1
1,37,790,1,4
1,45,-407,3,5
1,46,5169,14,1
2,43,2067,1,12
1,34,978,2,4
1,60,209,1,7
1,33,1778,1,2
2,42,297,1,1
2,24,9883,5,3
2,29,985,2,6
2,36,99,9,4
2,30,4468,1,3
2,29,8079,1,2
1,53,2269,2,18
0,38,-345,2,2
1,56,0,1,20
1,45,1623,4,3
1,30,-98,7,2
1,45,1577,4,0
1,44,135,3,4
0,44,14,1,2
2,53,925,3,15
1,31,8312,13,0
1,35,0,4,2
1,35,7050,3,3
1,52,3622,7,0
2,56,6483,2,2
1,32,2114,1,0
2,58,26,4,10
2,44,712,3,12
1,41,0,1,1
1,48,323,10,2
2,30,809,5,0
1,63,1612,2,3
2,33,0,2,1
1,30,160,4,1
1,53,6839,1,1
1,39,62,3,14
2,28,2000,2,3
1,48,513,3,15
2,48,1544,1,4
1,36,608,1,1
1,51,1443,10,2
1,50,3176,1,11
1,30,1235,3,1
2,29,695,1,1
2,38,2751,1,3
2,35,2646,1,3
1,50,5124,2,1
1,34,1076,1,2
1,40,471,4,7
1,41,2487,1,3
1,37,589,2,5
2,42,684,1,3
1,34,0,1,7
1,56,784,2,2
2,35,0,1,17
1,46,926,5,6
2,26,943,1,2
2,39,2103,1,9
2,30,297,4,7
1,39,0,3,4
2,28,0,5,12
2,26,10086,2,1
2,34,144,1,1
1,49,5887,3,3
1,47,73,3,0
1,39,70,1,13
2,32,388,2,1
1,43,0,17,1
2,27,1075,1,10
2,33,0,10,3
1,60,2222,2,18
1,55,7803,1,7
1,32,2,5,2
1,37,892,17,4
0,48,1266,1,0
1,38,13,2,5
1,50,388,4,4
1,48,0,4,3
1,31,625,2,2
2,37,238,2,3
2,24,1421,2,3
2,48,-295,1,2
2,32,6746,1,3
1,36,328,2,8
2,33,383,1,2
1,37,5447,1,29
1,71,5715,2,12
2,33,1254,1,9
0,26,-295,1,9
2,37,0,2,18
2,35,1494,1,5
1,35,978,3,22
2,36,101,1,5
1,32,-124,1,1
1,48,598,2,2
2,32,64,4,9
2,48,334,2,10
0,50,376,3,2
1,35,0,1,3
1,41,0,5,20
2,29,455,1,6
0,54,351,2,10
1,52,1033,3,3
1,37,775,1,16
2,23,150,5,1
2,57,2528,1,12
2,42,1080,3,15
1,34,445,2,4
2,27,5291,2,3
1,55,127,8,18
1,53,1624,3,2
2,32,0,4,9
1,41,0,4,2
1,57,0,1,2
1,54,1659,5,0
1,35,71,2,8
1,54,812,6,1
1,52,955,1,2
2,32,6542,4,26
2,22,691,5,4
1,75,6053,1,6
1,36,0,6,3
1,31,224,1,1
0,40,568,1,1
2,43,999,1,5
2,36,651,1,14
1,36,1772,1,3
1,51,1178,2,8
0,33,-255,9,1
1,33,0,5,1
1,36,0,1,9
1,41,217,1,5
1,34,115,3,1
1,53,-71,3,1
2,28,78,3,3
1,30,486,3,18
0,86,0,1,3
1,54,204,5,3
1,64,679,1,2
1,35,0,2,4
1,42,68,1,3
2,27,377,2,10
0,30,10,2,10
2,29,67,1,3
1,50,2376,1,6
1,44,647,2,4
1,34,176,4,1
1,35,163,6,2
2,35,1396,1,13
1,30,0,1,23
0,43,350,1,2
2,34,1279,3,5
1,30,3192,2,2
1,33,130,8,2
1,48,0,2,3
0,39,892,1,0
1,57,2326,1,6
2,32,551,3,1
1,39,119,2,4
1,38,0,1,25
1,53,380,1,0
1,41,290,2,4
1,26,1595,1,0
1,31,3338,2,4
1,54,2960,9,1
1,29,0,6,1
1,43,4844,1,7
1,41,0,2,5
1,42,201,1,14
1,28,3,2,1
2,30,0,1,1
2,34,431,1,6
2,41,92,1,6
1,58,8014,3,1
1,36,402,2,8
1,57,2234,5,3
2,25,0,1,5
0,57,6519,1,17
2,27,2015,1,1
2,35,0,1,19
1,38,776,2,2
1,53,0,27,5
2,30,81,6,2
1,34,3160,1,12
1,35,871,1,1
1,37,590,1,0
1,51,502,2,1
0,95,2282,17,3
1,49,400,3,2
1,42,128,2,8
1,27,409,1,8
1,55,0,1,1
0,49,848,1,1
1,34,245,1,0
1,41,328,12,1
1,45,-114,1,4
1,55,0,1,1
1,51,346,2,2
1,53,468,5,1
0,41,490,1,3
1,49,2881,3,2
1,54,582,5,11
2,27,90,3,1
1,28,633,1,1
1,28,1021,2,12
1,42,-581,1,3
1,62,2917,1,2
1,55,1210,1,14
2,31,942,2,2
1,38,90,2,0
2,28,2,1,7
0,55,-268,1,23
1,40,99,5,0
2,24,2984,1,15
2,32,935,2,2
2,36,9149,3,2
1,32,653,1,1
1,52,531,1,3
1,46,12186,3,0
1,27,4333,1,2
2,46,198,1,1
2,33,1636,1,9
1,31,0,2,4
2,25,154,1,6
2,27,598,2,5
1,48,342,1,7
1,41,1536,1,4
1,45,149,3,14
1,47,1123,5,4
1,36,5367,1,5
2,20,162,2,1
2,23,492,1,10
1,35,2999,6,19
1,41,1384,4,19
1,57,162,2,2
1,36,549,2,1
1,48,-509,3,5
2,28,339,1,5
2,41,216,3,9
2,86,614,1,9
1,42,970,10,11
2,30,958,2,1
1,23,272,2,1
1,47,367,4,7
1,39,1293,2,2
1,58,3399,2,27
0,56,985,2,2
1,36,1207,2,29
1,49,78,1,2
1,45,31472,7,9
0,56,1263,1,2
1,63,2287,1,8
0,56,3,1,1
1,32,958,1,2
2,59,684,13,0
1,55,10185,1,4
1,43,591,2,14
0,67,443,1,7
2,35,0,2,1
2,30,699,4,3
0,37,-42,2,11
1,44,4580,2,15
2,23,1807,1,10
1,31,1134,2,2
0,46,477,1,1
2,25,3713,2,5
1,49,816,1,1
1,49,-37,2,3
1,51,248,3,1
1,78,1204,1,2
1,40,2495,2,2
2,35,4,1,2
2,27,2,2,9
2,32,1743,1,19
0,29,-7,3,21
0,39,42,2,3
1,46,57,1,13
1,35,2897,2,4
0,69,482,2,4
1,60,0,3,1
0,52,36,1,15
2,36,417,1,2
2,26,199,1,6
1,41,158,2,4
2,35,907,1,4
1,38,362,5,1
1,36,79,14,3
1,48,0,3,20
2,19,96,3,1
1,59,1675,2,1
2,43,1046,1,15
2,27,-3,5,4
1,33,133,2,10
1,54,153,3,1
1,45,3133,1,13
2,30,-63,1,1
1,52,306,5,10
1,40,260,1,5
1,44,3348,2,8
2,44,1059,1,34
1,47,794,2,9
1,35,2135,1,7
1,53,0,2,8
1,49,10250,1,1
2,33,538,2,5
0,40,205,1,5
1,32,2516,1,9
1,40,0,1,10
1,31,35,2,5
1,49,880,3,0
0,34,-251,1,10
1,45,7154,3,1
1,58,925,1,1
0,56,1238,1,25
2,38,1655,2,6
1,65,1004,1,6
1,48,0,5,4
1,46,4780,3,1
1,35,1383,2,2
0,38,2064,1,4
1,68,445,1,7
0,32,410,1,2
2,31,222,2,2
0,54,1613,3,2
2,39,763,1,9
2,28,4229,2,3
1,32,1261,1,2
1,36,3268,2,7
0,44,982,3,10
1,34,0,2,2
2,49,87,2,2
2,33,484,1,8
1,53,4930,2,3
2,37,0,2,7
2,28,2954,2,2
1,40,644,2,1
2,29,382,4,6
1,27,2855,1,4
0,78,631,1,1
1,32,91,6,1
2,27,126,2,2
2,55,1513,1,1
1,34,0,2,3
2,42,417,1,2
1,48,1,3,11
2,28,0,1,4
0,49,124,19,2
2,27,-400,1,4
2,36,658,1,1
1,45,137,2,4
2,25,1,12,0
1,40,0,1,0
2,44,-1313,10,1
2,27,6279,1,4
1,53,7984,1,2
