@relation knn

@attribute Category numeric
@attribute Reviews numeric
@attribute Size numeric
@attribute Genres numeric

@data
24,45562,0,88
24,285,39,88
24,1162838,0,88
24,256,17,88
24,21443,0,88
24,2750,39,88
24,7081,51,88
24,17882,86,88
24,421800,0,88
24,43935,0,88
24,171889,0,88
24,251037,26,88
24,15750,0,88
24,27560,46,88
24,481546,29,88
24,150932,27,88
24,928,14,88
24,768833,0,88
24,26665,10,88
24,13275,71,88
24,48930,15,88
24,43054,0,88
24,1830387,0,88
24,15680,11,88
24,16980,0,88
24,5112,62,88
24,30447,80,88
24,165299,5.4,88
24,620534,9.8,88
24,599872,0,88
24,12564,0,88
24,2528,0,88
24,34,7.6,88
24,427,26,88
24,35560,13,88
24,397422,0,88
24,1162837,0,88
24,11182,62,88
24,16734,10,88
24,48930,15,88
24,30447,80,88
24,136626,14,88
24,10035,0,88
24,20313,57,88
24,25740,51,88
24,24781,8.3,88
24,42546,24,88
24,6925,0,88
24,24281,29,88
24,52028,0,88
24,18039,3.1,88
24,27560,46,88
24,22748,55,88
24,216388,19,88
24,16980,0,88
24,47780,19,88
24,7705,40,88
24,33256,0,88
24,481546,29,88
24,14544,43,88
24,134895,50,88
24,48082,0,88
24,2419,13,88
24,17915,0,88
24,61776,0,88
24,10323,0,88
24,48930,15,88
24,1609,4,88
24,219848,0,88
24,136626,14,88
24,30403,0,88
24,216388,19,88
24,33256,0,88
24,481546,29,88
24,18622,44,88
24,8258,22,88
24,260133,0,88
24,1830388,0,88
24,57573,0,88
24,17878,28,88
24,1162837,0,88
24,359560,0,88
24,17202,12,88
24,263525,0,88
24,14114,46,88
24,890,7.6,89
24,7153,0,88
24,481546,29,88
24,57573,0,88
24,9235373,0,88
24,149723,4.1,88
24,6762,8.5,88
24,120373,31,88
24,40225,4.1,88
24,42849,0,88
24,9971,22,88
24,5960,0,88
24,18294,28,88
24,2129707,0,88
25,38655,5.9,90
25,8033493,0,90
25,5745093,0,90
25,18239,0,90
25,24199,3.9,90
25,37333,0,90
25,12759663,15,90
25,308,4.3,90
25,33216,0,90
25,40770,0,90
25,28860,0,90
25,76604,0,90
25,26189,5.3,90
25,739329,0,90
25,45838,16,90
25,25592,7.5,90
25,34126,0,90
25,2394,0,90
25,330468,0,90
25,136874,0,90
25,1236,5.8,90
25,7790693,17,90
25,537554,0,90
25,315585,8.5,90
25,12215,9.1,90
25,127223,7.6,90
25,9602,2.5,90
25,24151,15,90
25,45483,0,90
25,28250,0,90
25,1859115,0,90
25,74819,0,90
25,18513,6.1,90
25,66,0,90
25,14552,17,90
25,87055,0,90
25,17030,0,90
25,1280423,0,90
25,25094,0,90
25,357,58,90
25,315,4.6,90
25,163997,16,90
25,5431,1.3,90
25,59,2.3,90
25,124,1.9,90
25,1420,2.7,90
25,118439,16,90
25,59973,11,90
25,32111,5.3,90
25,114788,0,90
25,70404,4.2,90
25,429580,0,90
25,876866,9.1,90
25,207706,4.3,90
25,4254879,0,90
25,111507,0,90
25,472904,0,90
25,115409,0,90
25,166367,1.8,90
25,618918,0,90
25,192661,8.5,90
25,54207,4.4,90
25,60571,0,90
25,1335799,3.8,90
25,148506,11,90
25,679912,0,90
25,152692,11,90
25,77311,0,90
25,48211,7.4,90
25,12388,5.3,90
25,85387,5.4,90
25,33509,3.6,90
25,342336,0,91
25,90831,4.3,90
25,12718,0,90
25,85659,27,90
25,16395,0,90
25,807,1.8,90
25,24265,3.3,90
25,1657,2,90
25,576454,6.1,90
25,88675,9.6,90
25,56848,9.6,90
25,19096,10,90
25,1116393,8.2,90
25,154578,14,90
25,40676,25,90
25,39833,9.9,90
25,273283,22,90
25,139480,0,90
25,801054,8.9,90
25,1859109,0,90
25,65597,2.4,90
25,1107320,25,90
25,4594198,0,90
25,94427,0,90
25,335115,1.8,90
25,33926,17,90
25,1028794,0,90
25,134203,4.1,90
25,15693,18,90
25,48979,14,90
25,410303,0,90
25,63712,0,90
25,10595,0,90
25,9496,0,90
25,428581,4.7,90
25,225544,8.1,90
25,3090727,0,90
25,474439,7.9,90
25,41137,4.6,90
25,75336,0,90
25,745245,3.5,90
25,4934130,0,90
25,137562,0,90
25,172990,0,90
25,68309,2.1,90
26,1121805,0,92
26,7146,14,92
26,6466641,0,92
26,49657,8.7,92
26,1724,21,92
26,139258,0,92
26,32794,12,92
26,102923,18,92
26,6702776,17,92
26,7583,3.8,92
26,24215,0,92
26,5073,23,92
26,15633,14,92
26,1141545,15,92
26,29485,9.9,92
26,142393,12,92
26,71688,12,92
26,114851,20,92
26,62209,7.4,92
26,202474,3,92
26,512102,0,92
26,298321,14,92
26,5783441,14,92
26,47393,7.2,92
26,55525,22,92
26,2267,7.2,92
26,266401,0,92
26,649568,26,92
26,6342,38,92
26,5413,3.9,92
26,1237135,0,92
26,4724,5.4,92
26,43960,9.8,92
26,3277209,7.6,92
26,229,1.1,92
26,6626,9.1,92
26,10796,6.8,92
26,273994,12,92
26,29203,3.3,92
26,18918,12,92
26,2056,9.8,92
26,440,0,92
26,66453,14,92
26,398,6.8,92
26,12089,27,92
26,2828,7.4,92
26,6466641,0,92
26,89342,29,92
26,495905,0,92
26,86743,0,92
26,30498,5.9,92
26,97890,14,92
26,25037,14,92
26,58617,26,92
26,62301,1.9,92
26,37237,3.9,92
26,1591,0,92
26,595120,0,92
26,100130,0,92
26,294701,5.1,92
26,63624,10,92
26,112977,13,92
26,58052,4,92
26,12180,5.4,92
26,118459,3.3,92
26,112479,4.3,92
26,69417,0,92
26,733838,21,92
26,157495,6.4,92
26,86481,8.6,92
26,484981,2.1,92
26,77724,7.1,92
26,6466641,0,92
26,2390185,0,92
26,33074,3.3,92
26,35771,3.5,92
26,290241,4.1,92
26,69488,9.7,92
26,10401,3.3,92
26,28806,7.1,92
26,11343,8.4,92
26,66730,7,92
26,25807,5.5,92
26,1121805,0,92
26,266402,0,92
26,512106,0,92
26,251616,13,92
26,87300,0,92
26,181399,0,92
26,881,5.9,92
26,40704,0,92
26,624924,24,92
26,51145,6.2,92
26,647844,0,92
26,2591941,0,92
26,7435,6.9,92
26,115773,0,92
26,12008,6.1,92
27,2084126,0,93
27,536926,0,93
27,3016297,0,93
27,1188154,24,93
27,2731171,0,93
27,8226,4.1,93
27,228794,0,93
27,3252896,50,93
27,226456,0,93
27,1079491,0,93
27,11200,11,93
27,9653,5.1,93
27,58675,1.3,93
27,1038306,0,93
27,287250,0,93
27,480643,0,93
27,27800,0,93
27,691474,0,93
27,2131,2.3,93
27,5383985,16,93
27,26559,0,93
27,13500,0,93
27,8550,15,93
27,1861310,61,93
27,23089,1.6,93
27,6949,0,93
27,858208,0,93
27,815981,0,93
27,102451,0,93
27,56403,49,93
27,115072,0,93
27,19302,7.2,93
27,1488396,0,93
27,6572,0,93
27,577059,1.5,93
27,1092367,0,93
27,618798,0,93
27,209696,49,93
27,1498393,14,93
27,15368,0,93
27,123412,0,93
27,185632,0,93
27,80847,0,93
27,2764964,0,93
27,41418,1.2,93
27,549973,0,93
27,212,10,93
27,6011,4.3,93
27,17955,3.8,93
27,25370,0,93
27,74146,32,93
27,176873,4.5,93
27,404617,0,93
27,10270,8.4,93
27,155999,12,93
27,56713,25,93
27,117255,0,93
27,691474,0,93
27,298843,0,93
27,72513,12,93
27,1488396,0,93
27,205191,7.1,93
27,73695,0,93
27,144879,0,93
27,5383971,16,93
27,49794,6.5,93
27,609182,9.2,93
27,979,0,93
27,53015,2.2,93
27,277794,0,93
27,67523,0,93
27,17415,4.1,93
27,2084125,0,93
27,2731211,0,93
27,3016305,0,93
27,226456,0,93
27,496399,0,93
27,1079616,0,93
27,815974,0,93
27,549900,60,93
27,618796,0,93
27,1508137,37,93
27,480640,0,93
27,858227,0,93
27,244567,0,93
27,2401017,0,93
27,57033,0,93
27,12321,0,93
27,122424,4.7,93
27,21507,6.6,93
27,80581,2.5,93
27,37204,19,93
27,10643,0,93
27,226295,4.2,93
27,57904,11,93
27,691474,0,93
27,404610,0,93
27,1488397,0,93
27,298854,0,93
27,155999,12,93
27,480638,0,93
27,5157,0,93
27,8985,5.7,93
27,16349,9,93
27,30291,0,93
27,25985,6.9,93
27,10270,8.4,93
27,60840,1.9,93
27,133573,0,93
27,23393,0,93
27,198051,0,93
27,102594,15,93
27,858230,0,93
27,80119,0,93
27,26919,0,93
27,2731211,0,93
27,267189,0,93
27,1038303,0,93
27,6850,11,93
27,1861309,61,93
27,18669,4.1,93
27,16420,3.8,93
27,16149,0,93
27,71432,3.8,93
27,282460,0,93
28,86,2.8,94
28,17941,0,95
28,3614,3.3,96
28,1413,14,94
28,39,95,94
28,3789,42,97
28,107,98,94
28,559,6.4,94
28,4976,2.8,97
28,44,3.6,94
28,9293,2.4,94
28,62386,3.4,94
28,162,1.5,94
28,1002,5,94
28,99,6.6,94
28,498,0,94
28,34336,0,94
28,9073,0,94
28,190,6.8,94
28,464,24,94
28,717,6.6,94
28,7505,9.1,94
28,11501,11,94
28,69,5.8,94
28,2715,24,95
28,349,4.4,94
28,37,16,94
28,806,11,94
28,60,4.9,94
28,319,11,94
28,824,53,94
28,6668,20,94
28,1940,38,95
28,1025,17,94
28,3346,37,95
28,5343,5.2,94
28,247,28,95
28,3182,46,97
28,1528,16,94
28,39,18,95
28,76795,18,94
29,1558437,0,98
29,159455,10,98
29,2053404,0,98
29,892,17,98
29,981995,0,98
29,11118,9.7,98
29,178934,0,98
29,11297,0,98
29,15370,21,98
29,18194,3.2,98
29,40606,15,98
29,133338,44,98
29,36900,4.8,98
29,1312037,0,98
29,4184,10,98
29,100994,54,98
29,20008,9.1,98
29,13426,19,98
29,18773,12,98
29,26941,0,98
29,7457,0,98
29,135337,0,98
29,7623,19,98
29,1422858,0,98
29,21404,7.6,98
29,2143,0,98
29,189313,38,98
29,89868,0,98
29,309617,0,98
29,3478,6.1,98
29,24349,9.2,98
29,22154,0,98
29,17493,11,98
29,15966,9.2,98
29,2332,20,98
29,29344,22,98
29,67772,0,98
29,634,0,98
29,18425,5.3,98
30,25655305,0,99
30,7557,5.6,99
30,59089,5.4,99
30,1551,2.9,99
30,12764,25,99
30,54807,0,99
30,259003,0,99
30,121916,23,99
30,400,7.2,99
30,3930,3.3,99
30,1032076,0,99
30,239242,0,99
30,193381,17,99
30,7624,6,99
30,19738,33,99
30,259605,3.1,99
30,18699,4.1,99
30,98819,27,99
30,53006,44,99
30,436921,0,99
30,351168,13,99
30,1615596,0,99
30,906384,0,99
30,3484,3,99
30,5639,0,99
30,504823,0,99
30,25922,6.1,99
30,5555,64,99
30,921868,47,99
30,6449,0,99
30,15874,5.4,99
30,2093,0,99
30,26421,0,99
30,2689,0,99
30,36969,27,99
30,45744,0,99
30,714665,50,99
30,119202,0,100
30,6474426,0,99
30,6685,4,99
30,11549,0,99
30,28835,0,99
30,13205,44,99
30,1261,2.5,99
30,1215,23,99
30,6474672,0,99
30,159622,23,82
30,169965,14,99
30,38630,89,99
31,249919,0,101
31,158196,0,101
31,42624,16,101
31,26411,26,101
31,296781,0,101
31,29706,11,101
31,30693,0,101
31,83558,0,101
31,6066,56,101
31,293080,25,101
31,54256,0,101
31,355921,17,101
31,37882,9.1,101
31,190888,11,101
31,948198,0,101
31,9548,15,101
31,1071,9.7,101
31,11908,5.5,101
31,185058,6.7,101
31,697212,0,101
31,978,2.9,101
31,877635,13,101
31,51684,8.5,101
31,175110,25,101
31,11667403,0,101
31,357944,12,101
31,735,6.3,101
31,2543,6.3,101
31,18818,0,101
31,30287,19,101
31,31504,31,101
31,13950,0,101
31,21147,9,101
31,41490,25,101
31,2090,4.6,101
31,44274,8,101
31,7006,23,101
31,2959,9.8,101
31,40167,8.7,101
31,56807,0,101
31,1284017,0,101
31,4332,12,101
31,10382,0,101
31,413999,10,101
31,66978,0,101
31,66384,19,101
31,17703,6.6,101
31,32121,0,101
31,350,14,101
31,74425,8.6,101
31,877635,13,101
31,131028,13,101
31,1284017,0,101
31,84957,0,101
31,3311,10,101
31,23158,0,101
31,1380,0,101
31,49259,0,101
31,185884,7.5,101
31,40975,36,101
31,27104,8.2,101
31,247992,22,101
31,63647,23,101
31,6105,0,101
31,30722,0,101
31,296781,0,101
31,56524,14,101
31,24790,0,101
31,13169,25,101
31,61692,27,101
31,249919,0,101
31,3684,0,101
31,18976,35,101
31,63020,0,101
31,62740,8.6,101
31,49259,0,101
31,76677,4.6,101
31,293080,25,101
31,78154,12,101
31,479594,18,101
31,201737,0,101
31,11667403,0,101
31,233305,3.1,101
31,80368,0,101
31,23292,14,101
31,296781,0,101
31,24790,0,101
31,249919,0,101
31,23641,23,101
31,3684,0,101
31,13217,8.8,101
31,18976,35,101
31,49259,0,101
31,63020,0,101
31,40975,36,101
31,17240,0,101
31,293080,25,101
31,256680,12,101
31,62465,0,101
31,63647,23,101
31,201737,0,101
31,877643,13,101
31,103074,0,101
31,131028,13,101
31,1284018,0,101
32,7232629,0,102
32,15681,0,102
32,53481,0,102
32,104800,22,102
32,50459,0,102
32,43269,0,102
32,56443,43,102
32,4928420,0,102
32,1421884,33,102
32,3652,32,102
32,126282,0,102
32,14110,6.8,102
32,18710,4,102
32,22063,0,102
32,286454,3.7,102
32,15922,0,102
32,652,3.4,102
32,29768,0,102
32,102248,0,102
32,41225,0,102
32,162049,48,102
32,26014,7.7,102
32,53562,60,102
32,10562,60,102
32,21589,5.6,102
32,3682,0,102
32,2909,5.2,102
32,37937,25,102
32,15865,3.3,102
32,63920,29,102
32,38375,49,102
32,16657,3.6,102
32,301413,48,102
32,20605,0,102
32,16094,5.4,102
32,65590,18,102
32,32225,3.2,102
32,44348,11,102
32,23279,8.5,102
32,12572,24,102
32,70556,26,102
32,1240,14,102
32,56471,0,102
32,6939,0,102
32,10218,78,102
32,617477,0,102
32,1688,0,102
32,18857,7,102
32,11838,9.2,102
32,60838,0,102
20,17000166,0,85
25,162335,4.9,90
18,886418,6.5,36
18,3720,11,18
17,9951,96,31
18,2398,2.9,12
17,213340,24,45
18,1805398,55,18
18,94989,74,44
18,10483141,24,32
17,3815614,32,35
18,10247,15,18
11,730,6.3,23
17,5565856,97,31
18,263454,74,37
17,1728557,0,33
18,39480,14,37
18,1311,14,12
18,14885236,0,32
18,5453997,0,18
18,174,5.7,12
18,8642,19,32
6,1092337,0,9
17,4257,0,46
17,43576,50,31
27,3014548,0,93
17,27711703,76,31
17,1221896,70,35
17,152658,29,45
6,14766,16,9
18,1852384,0,44
18,353342,13,18
18,672089,73,68
18,3053,17,12
6,69109672,0,9
30,960726,0,99
17,1703479,0,31
25,5741684,0,90
17,10421284,85,45
20,66509917,0,85
18,9876369,99,32
18,469851,0,19
17,8389714,92,41
17,685450,37,31
23,867920,45,38
18,787107,0,18
17,798522,57,31
18,6760,26,18
17,13118,47,45
17,413609,22,41
18,1013465,56,58
17,1117212,50,46
21,908525,42,86
18,305765,34,48
27,154668,0,93
18,98324,70,44
12,27931,17,24
17,47698,4.1,46
30,25623548,0,99
17,133195,11,46
18,1295293,11,37
18,17069,94,48
27,145088,24,93
18,46253,56,44
27,2078744,0,93
18,111741,66,44
17,515240,63,35
11,49275,91,23
17,29265,17,45
23,85763,21,38
17,4918776,0,31
3,2440695,0,5
18,137198,81,44
20,78128208,0,85
17,22191,3,46
20,5637451,59,85
22,5276983,0,87
18,31061,83,103
20,12495,19,85
22,512996,23,87
11,800,32,23
20,2349421,39,85
18,944661,57,44
23,14184910,52,38
25,159,7.5,90
17,50,7.4,39
25,799206,8.9,90
25,2,6.3,90
17,3039889,18,35
17,1305050,0,45
12,155,20,24
16,3042,0,28
13,14210,96,25
26,291,35,92
19,625,8.4,84
26,83,8.6,92
17,4487182,55,35
17,12,29,31
25,668,13,90
19,2948,16,84
6,17712922,40,9
24,83,6.7,88
17,6071542,100,31
17,828489,0,39
18,10053186,94,32
16,815280,4.4,28
17,24,64,35
26,8,4.5,92
32,19,6,102
18,472247,0,37
22,283,7.4,87
0,253,3.7,0
32,41,25,102
26,2,10,92
18,44881447,98,36
18,23125280,97,36
18,22248,1.8,12
18,29978,0,12
18,349,11,12
18,4624,78,12
17,1397944,50,35
18,2890,0,12
18,22419455,74,32
21,27275,8.3,86
6,9642112,0,9
26,1531,7.7,92
3,873,2.5,5
18,73404,5.3,12
26,901110,0,92
18,1218,4,12
3,88,4.2,5
26,557,74,92
18,2387,6.9,12
25,42916526,0,90
16,686,6.6,28
16,8096,16,28
27,499,4.7,93
18,608,5.4,18
25,24,35,90
16,707,26,28
27,376,32,93
18,109,2.7,12
18,43,3.7,12
18,2751,7,12
18,77,6.9,12
17,8921451,63,41
18,130,2.2,12
18,452,30,18
18,4115,5.8,12
3,459,3.1,5
18,55,1.5,12
18,1320,8.6,12
18,27,0,12
18,306,3.3,12
18,498,5,12
18,36,1.1,12
18,1002,4.4,12
18,138,2.1,12
18,20,1.6,12
26,6459626,0,92
30,1971777,29,99
6,305347,39,9
17,408292,29,35
17,1736105,14,35
18,10214862,0,43
17,5091448,41,31
30,2588730,9.7,99
6,2083237,0,9
17,4229977,60,35
17,8116142,62,35
17,640974,47,41
17,3058687,89,31
17,4972230,9.9,41
17,951,64,35
17,1591129,48,31
26,14026,12,92
27,1860844,61,93
30,1013867,32,99
18,762706,28,44
17,7657490,0,35
17,2586261,0,41
18,91171,36,48
23,1076243,13,38
18,4064868,69,36
23,9873470,74,38
18,15301,18,54
26,10158,3.6,92
17,4147718,79,31
18,1168959,66,37
17,4000433,42,31
18,23682,9.8,32
25,338449,2.8,90
25,214265,0,90
18,187892,40,44
18,740,20,18
31,15443,25,101
21,2788460,0,86
23,521081,0,38
18,94910,44,50
18,63773,8.8,18
27,5378795,16,93
18,1506783,89,48
6,3075096,0,9
11,10657,58,23
18,736824,20,18
18,1354,4.8,18
16,4082,0,28
27,564759,0,93
25,951413,13,90
18,1657,4.9,11
20,17350,12,85
3,814151,0,5
27,1488289,0,93
24,15209,0,88
6,27156,66,9
27,3249518,50,93
20,4300936,0,85
18,148536,59,11
21,181983,0,86
23,16257,14,38
27,4660,5.9,93
3,1476,41,5
27,75951,0,93
3,85842,37,5
6,4604324,0,9
11,10374,0,23
24,9231613,0,88
21,5911055,0,86
3,210534,22,5
21,6003590,0,86
21,6200739,15,86
11,9400,6.1,23
6,56642847,0,9
20,8595964,0,85
6,1429038,0,9
25,894435,3.1,90
22,1302,0,87
18,4551,79,44
22,12726,15,87
18,3213548,55,18
25,3943,11,90
25,57,13,90
17,214,4.9,45
31,11657972,0,101
25,2588,7.6,90
27,1117,3,93
27,607,37,93
25,9433,9.3,90
1,73,23,3
25,1250,0,90
6,10790092,0,9
6,659395,11,9
25,13096,9.2,90
16,38,4.8,28
18,1671658,0,32
18,1,16,12
29,6495,40,98
11,43,13,23
18,20368,31,48
18,5427,0,44
29,76593,0,98
4,58,3,6
4,183,9.9,6
13,5559,3.7,25
22,41,11,87
17,759838,63,31
25,51,2.1,90
4,127,1.4,6
20,4828372,0,85
17,3697174,36,35
17,4830407,32,35
25,1855262,0,90
17,1128805,59,31
18,64884,37,44
25,8021623,0,90
25,857215,7.9,90
17,2065,25,45
6,3419464,0,9
17,12683,19,35
17,3656,39,35
25,1034,0,90
20,120,2.3,85
26,59,8.1,92
23,989344,51,38
27,267042,0,93
25,53,3.4,90
17,4116,8.8,35
18,7715,28,44
16,4710,0,28
27,5,11,93
23,10,6.1,38
32,96,14,102
16,543,94,28
26,89,11,92
27,2728941,0,93
16,777,14,28
25,255,1.6,90
26,25,15,92
25,415,2.7,90
16,231,5.7,28
17,517,47,31
26,33,0,92
14,30,25,26
25,184,1.3,90
25,6,1.5,90
17,1485806,33,35
25,99290,3.9,90
18,1960,87,44
16,41917,14,28
18,29544,10,18
13,1786,5.9,25
17,6181640,58,31
25,123,1.9,90
16,145,48,28
17,19816,57,41
6,9,0,9
0,13,4.5,0
13,4031,8.9,25
7,46,26,10
13,50,15,25
18,6,1.5,18
6,15439,2.2,9
18,38,42,18
18,103064,5.6,18
13,214,8.9,25
17,4108,13,31
18,126,13,18
14,65914,0,26
26,621,5.4,92
17,3250,27,41
26,2,3,92
18,4,19,18
27,67,8.3,93
18,1633565,57,18
27,107,1.2,93
18,681,2.8,12
4,176,19,6
25,10426,7.2,90
1,4140,0,3
18,1752017,52,18
17,178723,65,41
17,2454,37,31
25,19758,2.9,90
6,4785892,11,9
18,3133,34,32
6,594720,0,9
18,7453,6.5,18
18,4635,3.9,18
17,5231553,0,35
25,8137,3.9,90
18,1372013,57,54
22,3032,2.8,87
17,403911,23,33
20,1175188,0,85
17,249308,55,31
6,10484169,0,9
17,3777822,75,31
23,29864,40,38
18,250257,50,44
20,83474,0,85
6,132015,25,9
20,80987,25,85
0,295237,0,0
20,896118,6.6,85
17,421000,36,31
17,989158,75,35
20,90082,8.8,85
18,83875,43,44
18,1838090,0,32
17,307398,9.9,31
17,4637439,96,31
25,2176,0,90
18,162,9,18
17,547644,23,35
13,74,2.6,25
18,56259,23,32
18,705805,35,18
18,2122705,49,37
20,185,4.7,85
18,339,0,18
18,61264,43,37
18,1329008,97,62
18,405824,0,18
26,8,3.1,92
26,797,6.7,92
18,36,7.1,18
25,81747,9.1,90
18,28,98,18
17,609,13,35
18,17,2.4,37
18,7,7.3,18
26,164,33,92
26,98,3.4,92
26,934,3.8,92
6,2451136,0,9
13,290,40,25
21,9140,14,86
6,1603,0,9
6,1760,0,9
22,1656808,0,87
17,1017408,34,45
18,1185,40,55
11,124324,0,23
26,14,11,92
20,4046,63,85
25,1955,14,90
18,1065,61,55
20,19047,63,85
18,16,8.9,18
25,43,10,90
18,9019,44,60
18,4444,10,18
18,6418,59,32
18,39,7.4,18
18,28,23,11
30,712737,50,99
18,21,44,11
6,2546549,0,9
18,55,40,37
17,2351,62,39
18,60,2.1,12
16,42,26,28
18,39,3.6,12
18,159,13,11
6,64,4.5,9
18,11263,35,19
17,4304,71,39
18,17,23,18
18,369,3.5,18
18,264,60,12
17,703,40,40
20,456866,0,85
17,2694969,78,35
21,972256,20,86
17,696019,0,31
16,45224,49,28
18,357049,40,37
18,576210,48,32
17,2308916,87,35
26,6263,20,92
18,1111915,50,18
18,67410,0,18
18,306,2.9,44
20,5677,67,85
27,2965,2.4,93
18,155276,61,80
27,11535,6.8,93
26,5525,2.6,92
18,4251,13,12
17,1185148,29,31
17,90415,84,31
26,2852,5.4,92
26,1734,2.8,92
21,85,2.9,86
18,222308,6.9,18
18,556659,46,18
18,499,27,12
27,1827212,0,93
18,2375336,0,69
30,953894,37,99
18,31538,82,48
4,236,44,6
26,37234,7.3,92
30,58820,37,99
22,758780,53,87
17,596,44,31
27,549214,0,93
25,84,24,90
17,1202,34,41
27,184,0,93
31,198,9.1,101
17,303,38,31
30,30,15,99
16,718,26,28
17,901,63,45
25,38,0,90
30,6469179,0,99
6,400,4.2,9
16,275,7.3,28
13,71266,49,25
6,167229,9.7,9
25,2803,1.4,90
26,202,4.9,92
11,142,6.2,23
6,559,6,9
19,15537,0,84
19,102,1.2,84
1,189,16,3
17,234606,59,35
26,128,7.7,92
18,10035,30,44
26,2538,6.4,92
17,156862,64,35
17,63680,46,45
18,19727,76,44
17,4719,54,35
26,32597,8.4,92
16,552,22,28
17,166033,23,31
27,253,8.2,93
6,960,3.8,9
17,133180,54,31
17,413,9.1,45
21,620,40,86
18,817,28,104
27,369,11,93
18,313,34,36
17,37789,58,45
18,3570,21,36
18,48929,45,55
18,89947,22,36
17,466,28,31
17,30630,17,41
18,7462,31,14
26,133,59,92
18,8600,91,37
18,923,0,36
16,292,20,28
17,29505,69,40
18,106,71,44
17,169,13,33
17,6187,33,105
18,659,3.3,36
30,3965,6.4,99
18,4656,20,36
17,80,7.6,47
18,205,62,55
17,155,32,31
17,168,49,31
18,413,0,37
17,1475,34,35
18,148826,49,48
6,5150801,0,9
6,2473795,0,9
26,354,24,92
18,1699,72,19
25,11393,8.7,90
6,401530,0,9
18,925,40,32
27,736,6.8,93
18,45,47,18
21,671,3.6,86
25,274,26,90
23,6,1.3,38
17,140,45,33
27,30443,0,93
3,22401,4.6,5
26,324,0,92
26,14832,8.6,92
16,1140,0,28
25,2059,10,90
7,59,38,10
20,826,5.1,85
22,180697,6.1,87
18,589,28,12
25,145,5.2,90
17,428268,22,35
6,298041,0,9
22,7590099,34,87
26,38,51,92
26,29,39,92
26,4,12,92
26,230,11,92
25,2026,7.5,90
20,86956,24,85
26,13,19,92
26,35,5.2,92
26,5,4.5,92
25,1129,1.7,90
26,35,6.3,92
22,108002,0,87
26,8,6.2,92
26,213,28,92
26,5,4.3,92
26,216,5.7,92
26,12,4.9,92
26,53,2,92
26,147,16,92
26,3062845,7.4,92
25,1162,7.3,90
26,1,60,92
26,16,3.7,92
26,169,24,92
26,720,10,92
26,61,7.5,92
26,24,3.6,92
25,502,2,90
25,164,2.3,90
26,18,16,92
6,21,20,9
26,189,2.1,92
31,143,26,101
17,1486,14,47
16,6627,18,28
18,69126,60,37
27,3031,0,93
26,4383,7.1,92
4,24,0,6
16,680,60,28
18,24668,40,44
17,13788,55,31
20,313403,0,85
17,26893,20,31
18,591411,19,18
27,2194,17,93
5,2012,3.6,7
18,41,4.5,18
18,4,3.6,18
30,32,33,99
18,156,43,11
25,657,21,90
22,133,2.3,87
25,4264,14,90
32,114,19,102
17,21107,95,39
25,3642,29,90
25,495971,2.7,90
6,697939,0,9
4,60,0,6
25,2,3.9,90
12,17,3.1,24
11,460,12,23
18,159,39,12
32,75,26,102
25,7357,19,90
18,4443407,67,30
18,944,12,12
3,54,2.8,5
18,8,6.2,12
18,39,2.9,12
18,5369,60,37
18,135,4.9,12
18,1852,62,44
18,6367,96,44
3,4,3.9,5
18,17,2.2,12
25,259,0,90
17,5682,37,31
18,169,7.7,12
18,6,2.9,12
18,513,34,44
27,48,0,93
25,17,6.7,90
17,7687,23,31
21,23,8.9,86
18,51068,57,48
20,144,12,85
11,90,13,23
18,2925,93,48
18,1655,83,48
26,25,41,92
18,1696,2.7,18
25,7775146,17,90
26,11244,2.2,92
25,16771865,0,90
25,14224,7.1,90
18,5178,20,44
26,47,0,92
16,628,0,28
27,12435,31,93
22,972574,45,87
17,464900,33,31
27,15097,14,93
26,90,37,92
25,146913,24,90
25,22503,6.5,90
18,1503544,40,36
17,5785,93,41
25,560,0,90
27,334,3.7,93
18,16111,57,44
21,14,2.7,86
20,2953886,0,85
16,2789775,68,28
31,174827,25,101
18,2133047,0,18
25,482630,0,90
17,69115,2.4,31
6,3128611,0,9
27,80816,0,93
18,38606,96,18
6,3044,0,9
18,75,2.2,12
6,1820,33,9
16,10067,0,28
18,480,19,18
16,2300,0,28
16,53144,21,28
6,7820775,0,9
27,22775,26,93
27,370,29,93
25,41502,0,90
25,963,3.7,90
25,21592,25,90
28,103,28,94
6,138129,2.1,9
18,18522,0,18
6,6454,15,9
17,17988,7.9,45
18,1771,46,37
32,8465,8.9,102
10,48,13,22
18,146,20,37
3,124,0,5
25,21943,2.3,90
17,1468,4.9,45
17,131,23,46
18,1088,35,44
1,1981,18,3
16,29756,45,28
32,82,5.6,102
11,1057,4.5,23
27,10490,5.8,93
11,16600,24,23
20,67611,21,85
6,6601,31,9
18,233588,74,44
18,166886,21,12
30,93638,7.3,99
6,3648765,3.3,9
32,4921866,0,102
18,83977,11,32
6,573,53,9
16,124,37,28
24,852,37,88
32,139,2,102
16,438,26,28
25,784,42,90
24,331,7.8,88
26,655,3.5,92
18,34,14,18
25,3315,5.1,90
4,71,1.9,6
18,1178,38,44
22,2158,3,87
25,26,2.2,90
25,245,3.5,90
18,210,4,32
20,568,27,85
6,83,13,9
20,712,21,85
27,198,3.5,93
27,24517,22,93
18,468,7.2,18
26,5599,4.8,92
11,52,13,23
20,241,7.5,85
20,4435,5.4,85
18,11404,30,36
16,10249,0,28
